Year,Season,Indicator,Value,stat_area
2001,summer,oisst,0.2604412203249724,512
2001,summer,oisst,0.4585457139688989,513
2002,summer,oisst,0.7234754422835283,511
2002,summer,oisst,0.715757827903012,512
2002,summer,oisst,0.3640529703402865,513
2003,summer,oisst,-0.4397435818228833,511
2003,summer,oisst,-0.5500408201452014,512
2003,summer,oisst,-0.31149502465690393,513
2004,summer,oisst,-1.2406883766021217,511
2004,summer,oisst,-1.0726116922717464,512
2004,summer,oisst,-0.9374823397484379,513
2005,summer,oisst,-0.9867418896793123,511
2005,summer,oisst,-0.7167563053069809,512
2005,summer,oisst,-0.26474230358566064,513
2006,summer,oisst,0.7477145681413121,511
2006,summer,oisst,0.8323599176731362,512
2006,summer,oisst,0.7115846453369528,513
2007,summer,oisst,-0.3759977630149561,511
2007,summer,oisst,-0.052796026709399736,512
2007,summer,oisst,0.08835098752077075,513
2008,summer,oisst,0.3899219554403554,511
2008,summer,oisst,0.9986311758398334,512
2008,summer,oisst,1.4075130867785302,513
2009,summer,oisst,0.55132661974151,511
2009,summer,oisst,0.42438733893215996,512
2009,summer,oisst,0.49275313771289325,513
2010,summer,oisst,1.3856242679831974,511
2010,summer,oisst,1.6057531020141054,512
2010,summer,oisst,1.8707965949307317,513
2011,summer,oisst,0.4973885147866597,511
2011,summer,oisst,0.9676434682763141,512
2011,summer,oisst,1.0614216059878252,513
2012,summer,oisst,2.6215105363756517,511
2012,summer,oisst,2.4654128039942345,512
2012,summer,oisst,2.6981018133785413,513
2013,summer,oisst,0.9863516825896043,511
2013,summer,oisst,1.4142549797357369,512
2013,summer,oisst,1.3186362878136013,513
2014,summer,oisst,0.779177789704058,511
2014,summer,oisst,1.059217187091849,512
2014,summer,oisst,1.2345103638759558,513
2015,summer,oisst,0.20564101810838067,511
2015,summer,oisst,0.9906349596769913,512
2015,summer,oisst,0.6765846415706303,513
2016,summer,oisst,1.3984838110148707,511
2016,summer,oisst,1.8599638616655634,512
2016,summer,oisst,2.0159143200819045,513
2017,summer,oisst,0.3092196226917382,511
2017,summer,oisst,0.6052096561583319,512
2017,summer,oisst,0.9090529364952142,513
2018,summer,oisst,1.768149366745582,511
2018,summer,oisst,1.9207105458571465,512
2018,summer,oisst,2.134578275507775,513
2019,summer,oisst,0.3015440339627473,511
2019,summer,oisst,0.7941841051574015,512
2019,summer,oisst,1.1057467857996623,513
1982,winter,oisst,0.3533256239361233,511
1982,winter,oisst,0.42827632179582753,512
1982,winter,oisst,0.058747219487472815,513
1983,winter,oisst,0.9376674876253829,511
1983,winter,oisst,0.9076965978756043,512
1983,winter,oisst,0.7741407239878619,513
1984,winter,oisst,0.46823774931900397,511
1984,winter,oisst,0.4744989289317015,512
1984,winter,oisst,0.13009994457929563,513
1985,winter,oisst,0.8290606553737934,511
1985,winter,oisst,0.9605081853083366,512
1985,winter,oisst,1.0209833108716542,513
1986,winter,oisst,-0.023067526532034588,511
1986,winter,oisst,0.01579323569357683,512
1986,winter,oisst,-0.026951853268676336,513
1987,winter,oisst,-0.2223410313964909,511
1987,winter,oisst,-0.02550627799425724,512
1987,winter,oisst,0.019191665119594997,513
1988,winter,oisst,-1.0569185954680003,511
1988,winter,oisst,-0.9528923445322043,512
1988,winter,oisst,-0.6220520565579662,513
1989,winter,oisst,-0.5092128219767513,511
1989,winter,oisst,-0.2599169045254804,512
1989,winter,oisst,-0.19543333064626764,513
1990,winter,oisst,-0.6172641022592529,511
1990,winter,oisst,-0.653269552493441,512
1990,winter,oisst,-0.9131786846452289,513
1991,winter,oisst,-0.47887094693306165,511
1991,winter,oisst,-0.3306270457696224,512
1991,winter,oisst,-0.18063240238913783,513
1992,winter,oisst,-0.6292854725861086,511
1992,winter,oisst,-0.4289124215896541,512
1992,winter,oisst,-0.09207953900207967,513
1993,winter,oisst,-0.32951196279281225,511
1993,winter,oisst,-0.22937583646912504,512
1993,winter,oisst,-0.20841481569740508,513
1994,winter,oisst,0.17659912700327032,511
1994,winter,oisst,0.028131397046904632,512
1994,winter,oisst,-0.8030768352526205,513
1995,winter,oisst,-0.5466914541700967,511
1995,winter,oisst,-0.16868501792207433,512
1995,winter,oisst,0.17589999150346827,513
1996,winter,oisst,-0.5603252011441822,511
1996,winter,oisst,-0.6368770597086987,512
1996,winter,oisst,-0.8085859379161409,513
1997,winter,oisst,-0.3718111081001086,511
1997,winter,oisst,-0.3448492732024999,512
1997,winter,oisst,-0.09228518373436398,513
1998,winter,oisst,-0.7067683702860124,511
1998,winter,oisst,-0.6295014347431165,512
1998,winter,oisst,-0.39229906422120553,513
1999,winter,oisst,-0.7476572586939885,511
1999,winter,oisst,-0.6430425040387877,512
1999,winter,oisst,-0.4590629584811352,513
2000,winter,oisst,1.452895375700795,511
2000,winter,oisst,1.4835290094909632,512
2000,winter,oisst,0.49372630842002757,513
2001,winter,oisst,-0.012067529482719226,511
2001,winter,oisst,0.21272075873066262,512
2001,winter,oisst,0.35728425129696173,513
2002,winter,oisst,0.7208469741364829,511
2002,winter,oisst,0.9035903119234647,512
2002,winter,oisst,0.9435018316463187,513
2003,winter,oisst,-0.0318795018725925,511
2003,winter,oisst,-0.16266569768748998,512
2003,winter,oisst,0.07940462043991794,513
2004,winter,oisst,-0.09243848398390808,511
2004,winter,oisst,-0.44998743342715364,512
2004,winter,oisst,-0.4103945517714644,513
2005,winter,oisst,-0.6980760644643734,511
2005,winter,oisst,-0.8290183431284439,512
2005,winter,oisst,-0.5340444331367811,513
2006,winter,oisst,0.38112904271508896,511
2006,winter,oisst,0.2621024034449444,512
2006,winter,oisst,0.13551110890176563,513
2007,winter,oisst,1.5516418320500953,511
2007,winter,oisst,1.3950830639848386,512
2007,winter,oisst,1.5682564519069813,513
2008,winter,oisst,-0.4527258879031958,511
2008,winter,oisst,-0.6627346845374857,512
2008,winter,oisst,-0.7320703619565719,513
2009,winter,oisst,-0.18658889786809937,511
2009,winter,oisst,-0.4750328424472164,512
2009,winter,oisst,-0.4681323998504215,513
2010,winter,oisst,0.3880093835357927,511
2010,winter,oisst,0.13879805826334563,512
2010,winter,oisst,0.33861295216613346,513
2011,winter,oisst,0.6695051054669242,511
2011,winter,oisst,0.3431120667480616,512
2011,winter,oisst,0.4026638776063919,513
2012,winter,oisst,1.465608825949623,511
2012,winter,oisst,1.2104329750746332,512
2012,winter,oisst,1.4103242687253288,513
2013,winter,oisst,1.9923939603006737,511
2013,winter,oisst,1.5859960954546353,512
2013,winter,oisst,2.025608287917243,513
2014,winter,oisst,0.2165820409090091,511
2014,winter,oisst,-0.012182610046460434,512
2014,winter,oisst,-0.04542870190408495,513
2015,winter,oisst,1.4249666271046695,511
2015,winter,oisst,0.8935613316038381,512
2015,winter,oisst,0.8477703522200938,513
2016,winter,oisst,1.554442292235206,511
2016,winter,oisst,1.3587798487325633,512
2016,winter,oisst,1.4483645676256536,513
2017,winter,oisst,1.4433939683131682,511
2017,winter,oisst,1.2850830633283237,512
2017,winter,oisst,1.6411221786781593,513
2018,winter,oisst,2.143898228294829,511
2018,winter,oisst,1.2543101186337677,512
2018,winter,oisst,0.5150851721013033,513
2019,winter,oisst,-0.2325974413472363,511
2019,winter,oisst,-0.29384927265885946,512
2019,winter,oisst,0.014872214970765291,513
2020,winter,oisst,1.0651868945611618,511
2020,winter,oisst,0.8289817379366967,512
2020,winter,oisst,0.5179811530215765,513
2021,winter,oisst,1.6433754440572659,511
2021,winter,oisst,0.9273688468826101,512
2021,winter,oisst,0.22507794633988412,513
1980,all,fvcom_sst,0.17641579593904894,511
1980,all,fvcom_sst,0.17261223639255474,512
1980,all,fvcom_sst,-0.905724573424013,513
1981,all,fvcom_sst,0.11702999519110588,511
1981,all,fvcom_sst,-0.04677380501343962,512
1981,all,fvcom_sst,-0.5846605608083959,513
1982,all,fvcom_sst,-0.1617975636790983,511
1982,all,fvcom_sst,-0.13180403352751635,512
1982,all,fvcom_sst,-0.48875685770195715,513
1983,all,fvcom_sst,-0.018121002839597822,511
1983,all,fvcom_sst,0.04071907624155191,512
1983,all,fvcom_sst,-0.2669256002497255,513
1984,all,fvcom_sst,-0.07486860972778896,511
1984,all,fvcom_sst,-0.02741710035672098,512
1984,all,fvcom_sst,-0.3335020591113407,513
1985,all,fvcom_sst,-0.3020050356896112,511
1985,all,fvcom_sst,-0.19595378607805616,512
1985,all,fvcom_sst,-0.4906732950542384,513
1986,all,fvcom_sst,-0.28473635849836826,511
1986,all,fvcom_sst,-0.33497426306123285,512
1986,all,fvcom_sst,-0.5805543097261937,513
1987,all,fvcom_sst,-1.0200844229257209,511
1987,all,fvcom_sst,-0.8549664268619528,512
1987,all,fvcom_sst,-0.8542104092942119,513
1988,all,fvcom_sst,-0.9647127217169842,511
1988,all,fvcom_sst,-0.8623071251362486,512
1988,all,fvcom_sst,-0.8929609636799655,513
1989,all,fvcom_sst,-0.7636734085038258,511
1989,all,fvcom_sst,-0.7011871181944419,512
1989,all,fvcom_sst,-0.6850194737882657,513
1990,all,fvcom_sst,-0.36807573516126835,511
1990,all,fvcom_sst,-0.40807779208774236,512
1990,all,fvcom_sst,-0.5621210576212833,513
1991,all,fvcom_sst,-0.39222830951492327,511
1991,all,fvcom_sst,-0.3496119188610181,512
1991,all,fvcom_sst,-0.24693547682872005,513
1992,all,fvcom_sst,-1.1918953559039331,511
1992,all,fvcom_sst,-1.1818440800982892,512
1992,all,fvcom_sst,-1.1584336233899386,513
1993,all,fvcom_sst,-0.954988067077939,511
1993,all,fvcom_sst,-0.9013394559790686,512
1993,all,fvcom_sst,-0.9503352032874006,513
1994,all,fvcom_sst,0.18797684567025413,511
1994,all,fvcom_sst,0.04757619265023501,512
1994,all,fvcom_sst,-0.37550595358726424,513
1995,all,fvcom_sst,-0.4149113439915777,511
1995,all,fvcom_sst,-0.41344538934007546,512
1995,all,fvcom_sst,-0.25213343074438643,513
1996,all,fvcom_sst,-0.746686529649717,511
1996,all,fvcom_sst,-0.7960999047797713,512
1996,all,fvcom_sst,-0.7341858375435242,513
1997,all,fvcom_sst,-0.5204016486872085,511
1997,all,fvcom_sst,-0.536941961978976,512
1997,all,fvcom_sst,-0.4874778689893823,513
1998,all,fvcom_sst,-0.673299562404246,511
1998,all,fvcom_sst,-0.5445920807511959,512
1998,all,fvcom_sst,-0.4312810866662554,513
1999,all,fvcom_sst,0.38359161455713836,511
1999,all,fvcom_sst,0.35809189964512894,512
1999,all,fvcom_sst,0.1903027551472133,513
2000,all,fvcom_sst,0.59433517961463,511
2000,all,fvcom_sst,0.5300681574123133,512
2000,all,fvcom_sst,0.03148042891162779,513
2001,all,fvcom_sst,-0.3821688957839312,511
2001,all,fvcom_sst,-0.27251747511626,512
2001,all,fvcom_sst,-0.13257495498494082,513
2002,all,fvcom_sst,0.21722336137014536,511
2002,all,fvcom_sst,0.27842108845845454,512
2002,all,fvcom_sst,0.28228940892447707,513
2003,all,fvcom_sst,-0.5752220518177116,511
2003,all,fvcom_sst,-0.6171074180569236,512
2003,all,fvcom_sst,-0.6908650838869747,513
2004,all,fvcom_sst,-1.1068708272054861,511
2004,all,fvcom_sst,-1.0194131092432146,512
2004,all,fvcom_sst,-0.8778916606046536,513
2005,all,fvcom_sst,-0.5415789625445301,511
2005,all,fvcom_sst,-0.5697634256072253,512
2005,all,fvcom_sst,-0.5022365742709151,513
2006,all,fvcom_sst,-0.5701325238099798,511
2006,all,fvcom_sst,-0.5947885297561313,512
2006,all,fvcom_sst,-0.7769052425538336,513
2007,all,fvcom_sst,-1.4177431165841128,511
2007,all,fvcom_sst,-1.31537745998207,512
2007,all,fvcom_sst,-1.0217338747723952,513
2008,all,fvcom_sst,-0.28236410914369825,511
2008,all,fvcom_sst,-0.24845428333499342,512
2008,all,fvcom_sst,0.013006866363549712,513
2009,all,fvcom_sst,-0.07604642303817374,511
2009,all,fvcom_sst,-0.2405187946462511,512
2009,all,fvcom_sst,0.049868035170733356,513
2010,all,fvcom_sst,0.7916305931685508,511
2010,all,fvcom_sst,0.8293045649370531,512
2010,all,fvcom_sst,0.9315646047326814,513
2011,all,fvcom_sst,0.5940104070485408,511
2011,all,fvcom_sst,0.6045317811120785,512
2011,all,fvcom_sst,0.5741271873147819,513
2012,all,fvcom_sst,2.020148879701683,511
2012,all,fvcom_sst,1.8822890608020544,512
2012,all,fvcom_sst,1.8664099738200386,513
2013,all,fvcom_sst,0.9360324083666067,511
2013,all,fvcom_sst,1.0152384202668787,512
2013,all,fvcom_sst,0.9121164946492544,513
2014,all,fvcom_sst,0.4247177895468703,511
2014,all,fvcom_sst,0.9073092347402284,512
2014,all,fvcom_sst,0.8464457015586992,513
2015,all,fvcom_sst,0.4466951565445334,511
2015,all,fvcom_sst,0.3527932742939825,512
2015,all,fvcom_sst,0.3118758493685771,513
2016,all,fvcom_sst,1.2446400847152825,511
2016,all,fvcom_sst,1.1569371894379994,512
2016,all,fvcom_sst,1.1437961994568282,513
2017,all,fvcom_sst,1.0695088884125243,511
2017,all,fvcom_sst,0.765732510078312,512
2017,all,fvcom_sst,0.683702663760334,513
2018,all,fvcom_sst,1.0189999164789372,511
2018,all,fvcom_sst,0.911685555171262,512
2018,all,fvcom_sst,0.8519227817764087,513
2019,all,fvcom_sst,0.1794828669919199,511
2019,all,fvcom_sst,0.19852403837489174,512
2019,all,fvcom_sst,0.255012564380903,513
2020,all,fvcom_sst,0.010616756049986766,511
2020,all,fvcom_sst,0.16837968676397522,512
2020,all,fvcom_sst,0.1872099506287754,513
1980,all,fvcom_bt,-0.03347241209790132,511
1980,all,fvcom_bt,0.02646061925706869,512
1980,all,fvcom_bt,-0.15056082347476074,513
1981,all,fvcom_bt,-0.06493524671567409,511
1981,all,fvcom_bt,-0.20533320237329142,512
1981,all,fvcom_bt,-0.15115567537395413,513
1982,all,fvcom_bt,-0.15153031832949335,511
1982,all,fvcom_bt,-0.08438757597226751,512
1982,all,fvcom_bt,0.046003194287721656,513
1983,all,fvcom_bt,0.21900904856886985,511
1983,all,fvcom_bt,0.19109654039804935,512
1983,all,fvcom_bt,-0.06137713465620616,513
1984,all,fvcom_bt,0.14521157960535241,511
1984,all,fvcom_bt,0.11995923178902672,512
1984,all,fvcom_bt,-0.007584571298858753,513
1985,all,fvcom_bt,0.13340962901753017,511
1985,all,fvcom_bt,0.14303321691913917,512
1985,all,fvcom_bt,0.003794139421412652,513
1986,all,fvcom_bt,-0.005032391538526866,511
1986,all,fvcom_bt,0.024779765878562142,512
1986,all,fvcom_bt,0.09839138826809243,513
1987,all,fvcom_bt,-0.6890448845044873,511
1987,all,fvcom_bt,-0.6326140685317669,512
1987,all,fvcom_bt,-0.6979685102029539,513
1988,all,fvcom_bt,-0.6425679561982303,511
1988,all,fvcom_bt,-0.48384582209438165,512
1988,all,fvcom_bt,-0.1736734825626805,513
1989,all,fvcom_bt,-0.44890682180915353,511
1989,all,fvcom_bt,-0.3098454440428659,512
1989,all,fvcom_bt,0.1000403498049015,513
1990,all,fvcom_bt,-0.38011041654004585,511
1990,all,fvcom_bt,-0.1942041602059515,512
1990,all,fvcom_bt,0.2474090297809118,513
1991,all,fvcom_bt,-0.18180792412575583,511
1991,all,fvcom_bt,-0.17710831829254947,512
1991,all,fvcom_bt,0.006598740419084929,513
1992,all,fvcom_bt,-0.8271714394401936,511
1992,all,fvcom_bt,-0.7276948966862082,512
1992,all,fvcom_bt,-0.5773910805408661,513
1993,all,fvcom_bt,-0.6942952405308231,511
1993,all,fvcom_bt,-0.8483794513518877,512
1993,all,fvcom_bt,-1.1348822455373897,513
1994,all,fvcom_bt,0.4461495320552039,511
1994,all,fvcom_bt,0.37367679316711244,512
1994,all,fvcom_bt,0.16045937250525585,513
1995,all,fvcom_bt,-0.09485643443500559,511
1995,all,fvcom_bt,-0.10672371649288942,512
1995,all,fvcom_bt,-0.24820199282207692,513
1996,all,fvcom_bt,-0.24249540854376925,511
1996,all,fvcom_bt,-0.1608533294679226,512
1996,all,fvcom_bt,-0.21600043173569405,513
1997,all,fvcom_bt,-0.36464922754227885,511
1997,all,fvcom_bt,-0.3127517930362258,512
1997,all,fvcom_bt,0.08103976906962818,513
1998,all,fvcom_bt,-0.8098066934115251,511
1998,all,fvcom_bt,-0.6543194220065379,512
1998,all,fvcom_bt,-0.4238647343921768,513
1999,all,fvcom_bt,0.28825904589559626,511
1999,all,fvcom_bt,0.0011058905595407874,512
1999,all,fvcom_bt,-0.13143269915440134,513
2000,all,fvcom_bt,0.812718582548601,511
2000,all,fvcom_bt,0.8123336460362031,512
2000,all,fvcom_bt,0.7121002586320737,513
2001,all,fvcom_bt,-0.4445074309778264,511
2001,all,fvcom_bt,-0.3142358503558696,512
2001,all,fvcom_bt,-0.44834366865813247,513
2002,all,fvcom_bt,0.5447968632843281,511
2002,all,fvcom_bt,0.4432899838733765,512
2002,all,fvcom_bt,0.6017699256536582,513
2003,all,fvcom_bt,-0.08814739004600883,511
2003,all,fvcom_bt,-0.30976544751481133,512
2003,all,fvcom_bt,-0.54570292976297885,513
2004,all,fvcom_bt,-0.9682124557689675,511
2004,all,fvcom_bt,-0.9001767697322501,512
2004,all,fvcom_bt,-0.95759697687354,513
2005,all,fvcom_bt,-0.5422744622401829,511
2005,all,fvcom_bt,-0.6987417793522074,512
2005,all,fvcom_bt,-0.6246357005226743,513
2006,all,fvcom_bt,-0.013568555304009123,511
2006,all,fvcom_bt,0.06822522714136402,512
2006,all,fvcom_bt,0.162989771803555,513
2007,all,fvcom_bt,-0.8195999863953269,511
2007,all,fvcom_bt,-0.7010437095137916,512
2007,all,fvcom_bt,-0.42192551514589993,513
2008,all,fvcom_bt,-0.4298128430506951,511
2008,all,fvcom_bt,-0.377187432449925,512
2008,all,fvcom_bt,-0.22584086760544475,513
2009,all,fvcom_bt,0.01958514169389026,511
2009,all,fvcom_bt,-0.0784847451599938,512
2009,all,fvcom_bt,0.0014072751215181447,513
2010,all,fvcom_bt,0.651479994408211,511
2010,all,fvcom_bt,0.6551381700197632,512
2010,all,fvcom_bt,0.43283623561549694,513
2011,all,fvcom_bt,0.776251919907199,511
2011,all,fvcom_bt,0.5825470196543698,512
2011,all,fvcom_bt,0.35662381280337097,513
2012,all,fvcom_bt,1.379991427394978,511
2012,all,fvcom_bt,1.3390597353960314,512
2012,all,fvcom_bt,1.5499862628303382,513
2013,all,fvcom_bt,0.8306181880344341,511
2013,all,fvcom_bt,0.5571028950462412,512
2013,all,fvcom_bt,0.5963374265469992,513
2014,all,fvcom_bt,-0.20994428914139424,511
2014,all,fvcom_bt,0.11489955706569845,512
2014,all,fvcom_bt,-0.4619219847484453,513
2015,all,fvcom_bt,0.10086791820724066,511
2015,all,fvcom_bt,-0.3670255137489561,512
2015,all,fvcom_bt,-0.7552505141945751,513
2016,all,fvcom_bt,0.8454035737046699,511
2016,all,fvcom_bt,0.5623043905973992,512
2016,all,fvcom_bt,0.18800118203808983,513
2017,all,fvcom_bt,0.45929264128934655,511
2017,all,fvcom_bt,0.5242399632306972,512
2017,all,fvcom_bt,0.07604411467973526,513
2018,all,fvcom_bt,0.28419021766517677,511
2018,all,fvcom_bt,0.5798126575981049,512
2018,all,fvcom_bt,0.672591147303271,513
2019,all,fvcom_bt,-0.2500043734857688,511
2019,all,fvcom_bt,0.08520205792251813,512
2019,all,fvcom_bt,0.3157608548413443,513
2020,all,fvcom_bt,-0.10641886022378351,511
2020,all,fvcom_bt,0.22790645814533192,512
2020,all,fvcom_bt,0.9479867631054629,513
1980,fall,fvcom_sst,-0.8439161913679467,511
1980,fall,fvcom_sst,-0.2860817569303169,512
1980,fall,fvcom_sst,-1.5002431103669431,513
1981,fall,fvcom_sst,-0.7275042424630164,511
1981,fall,fvcom_sst,-0.7766290251849531,512
1981,fall,fvcom_sst,-1.2505966271738878,513
1982,fall,fvcom_sst,-0.3522005650010681,511
1982,fall,fvcom_sst,-0.2735310563699661,512
1982,fall,fvcom_sst,-0.40533350649237493,513
1983,fall,fvcom_sst,-0.29218128144753924,511
1983,fall,fvcom_sst,-0.2420202618728292,512
1983,fall,fvcom_sst,-0.16445121547366304,513
1984,fall,fvcom_sst,-0.29018902816398473,511
1984,fall,fvcom_sst,-0.3566816309048402,512
1984,fall,fvcom_sst,-0.5112402143542142,513
1985,fall,fvcom_sst,-0.2576704624784533,511
1985,fall,fvcom_sst,-0.29031500961905615,512
1985,fall,fvcom_sst,-0.3316363155434123,513
1986,fall,fvcom_sst,-0.6462548181154613,511
1986,fall,fvcom_sst,-0.7974664113282428,512
1986,fall,fvcom_sst,-1.0194473401407196,513
1987,fall,fvcom_sst,-1.236845750805755,511
1987,fall,fvcom_sst,-1.105054487464611,512
1987,fall,fvcom_sst,-1.0993868979217591,513
1988,fall,fvcom_sst,-1.2791500014514412,511
1988,fall,fvcom_sst,-1.207607995660599,512
1988,fall,fvcom_sst,-1.288589462376816,513
1989,fall,fvcom_sst,-0.7197263469503815,511
1989,fall,fvcom_sst,-0.6485191947768479,512
1989,fall,fvcom_sst,-0.8144905187046136,513
1990,fall,fvcom_sst,-0.01435939746788916,511
1990,fall,fvcom_sst,-0.1010465398293498,512
1990,fall,fvcom_sst,-0.2492016861734494,513
1991,fall,fvcom_sst,-0.6889458031810854,511
1991,fall,fvcom_sst,-0.7245377894195234,512
1991,fall,fvcom_sst,-0.6210388619229089,513
1992,fall,fvcom_sst,-1.4173976879065193,511
1992,fall,fvcom_sst,-1.4732030258101165,512
1992,fall,fvcom_sst,-1.5193257465639523,513
1993,fall,fvcom_sst,-1.1072479684414047,511
1993,fall,fvcom_sst,-1.2597404123981262,512
1993,fall,fvcom_sst,-1.3538383472767381,513
1994,fall,fvcom_sst,-0.08124208510502301,511
1994,fall,fvcom_sst,-0.09294611569661464,512
1994,fall,fvcom_sst,-0.40383764690353313,513
1995,fall,fvcom_sst,-0.18681420935826865,511
1995,fall,fvcom_sst,-0.1896107123906452,512
1995,fall,fvcom_sst,0.004203333723603337,513
1996,fall,fvcom_sst,-0.9529258224729577,511
1996,fall,fvcom_sst,-0.9897677234927393,512
1996,fall,fvcom_sst,-1.0374533782415585,513
1997,fall,fvcom_sst,-0.6189240827145777,511
1997,fall,fvcom_sst,-0.6006518038658192,512
1997,fall,fvcom_sst,-0.6543964357822111,513
1998,fall,fvcom_sst,-1.4317799122030155,511
1998,fall,fvcom_sst,-1.1814509327383549,512
1998,fall,fvcom_sst,-0.9395658624750761,513
1999,fall,fvcom_sst,0.7409747379893746,511
1999,fall,fvcom_sst,0.4272175527909769,512
1999,fall,fvcom_sst,0.19508383520495587,513
2000,fall,fvcom_sst,0.21134265666318883,511
2000,fall,fvcom_sst,0.22010981149371947,512
2000,fall,fvcom_sst,-0.17015737495010555,513
2001,fall,fvcom_sst,-0.52937809769983,511
2001,fall,fvcom_sst,-0.44615398746912843,512
2001,fall,fvcom_sst,-0.3777107704090744,513
2002,fall,fvcom_sst,0.4101391035374746,511
2002,fall,fvcom_sst,0.35597842104347005,512
2002,fall,fvcom_sst,0.1616513237674658,513
2003,fall,fvcom_sst,-0.33095785839793174,511
2003,fall,fvcom_sst,-0.3426766737163857,512
2003,fall,fvcom_sst,-0.3957009402663003,513
2004,fall,fvcom_sst,-1.1692780086079864,511
2004,fall,fvcom_sst,-1.0351713764634383,512
2004,fall,fvcom_sst,-0.8599815300807968,513
2005,fall,fvcom_sst,-0.05083613302845608,511
2005,fall,fvcom_sst,-0.13361453813316337,512
2005,fall,fvcom_sst,0.009513773117282482,513
2006,fall,fvcom_sst,-0.8692347500997145,511
2006,fall,fvcom_sst,-0.950495302111328,512
2006,fall,fvcom_sst,-1.04452299888708,513
2007,fall,fvcom_sst,-1.900121549269203,511
2007,fall,fvcom_sst,-1.7005930608312734,512
2007,fall,fvcom_sst,-0.9169397017144344,513
2008,fall,fvcom_sst,-0.8267458489410625,511
2008,fall,fvcom_sst,-0.7497016819177587,512
2008,fall,fvcom_sst,-0.19715813347003117,513
2009,fall,fvcom_sst,-0.38551659049480747,511
2009,fall,fvcom_sst,-0.3768082071672363,512
2009,fall,fvcom_sst,0.04215220307123351,513
2010,fall,fvcom_sst,0.46880214646944085,511
2010,fall,fvcom_sst,0.5061702016316042,512
2010,fall,fvcom_sst,0.3317397772033367,513
2011,fall,fvcom_sst,0.6013973008342213,511
2011,fall,fvcom_sst,0.8068017892831909,512
2011,fall,fvcom_sst,1.0207363935940035,513
2012,fall,fvcom_sst,1.9051007117314551,511
2012,fall,fvcom_sst,1.6197080181425871,512
2012,fall,fvcom_sst,1.3782267529723082,513
2013,fall,fvcom_sst,0.5009074793266562,511
2013,fall,fvcom_sst,0.6136041600243355,512
2013,fall,fvcom_sst,0.3790448549485887,513
2014,fall,fvcom_sst,1.477419847104396,511
2014,fall,fvcom_sst,1.7783344460230677,512
2014,fall,fvcom_sst,1.59797533167577,513
2015,fall,fvcom_sst,0.954603312269594,511
2015,fall,fvcom_sst,0.9800155605703216,512
2015,fall,fvcom_sst,0.7381675757311553,513
2016,fall,fvcom_sst,1.4475261911638075,511
2016,fall,fvcom_sst,1.459959267027758,512
2016,fall,fvcom_sst,1.426280077142894,513
2017,fall,fvcom_sst,1.8375753647846427,511
2017,fall,fvcom_sst,1.3486096854402199,512
2017,fall,fvcom_sst,1.1481358633555652,513
2018,fall,fvcom_sst,0.8061284355024443,511
2018,fall,fvcom_sst,0.8835702834180139,512
2018,fall,fvcom_sst,0.8853057185866577,513
2019,fall,fvcom_sst,0.6568343666387327,511
2019,fall,fvcom_sst,0.6362484392939111,512
2019,fall,fvcom_sst,0.5705625014945424,513
2020,fall,fvcom_sst,0.3846669293138832,511
2020,fall,fvcom_sst,0.7062331099075795,512
2020,fall,fvcom_sst,0.7348252932911605,513
1980,spring,fvcom_sst,1.269867429419997,511
1980,spring,fvcom_sst,1.360764493711026,512
1980,spring,fvcom_sst,0.7873479322904399,513
1981,spring,fvcom_sst,1.4286872601720455,511
1981,spring,fvcom_sst,1.364746694019793,512
1981,spring,fvcom_sst,1.2282556102282656,513
1982,spring,fvcom_sst,0.2818634283281462,511
1982,spring,fvcom_sst,0.41398424974073605,512
1982,spring,fvcom_sst,-0.17403241332667765,513
1983,spring,fvcom_sst,0.27017636635936265,511
1983,spring,fvcom_sst,0.559418662627673,512
1983,spring,fvcom_sst,0.1071252996561549,513
1984,spring,fvcom_sst,-0.25938927185512745,511
1984,spring,fvcom_sst,0.16369593028249188,512
1984,spring,fvcom_sst,-0.40797702396081625,513
1985,spring,fvcom_sst,-0.02008814309478322,511
1985,spring,fvcom_sst,0.17548696551668097,512
1985,spring,fvcom_sst,-0.29047842414836755,513
1986,spring,fvcom_sst,0.38790983804306295,511
1986,spring,fvcom_sst,0.4138409192894669,512
1986,spring,fvcom_sst,0.15796536684014614,513
1987,spring,fvcom_sst,-1.1117647155220907,511
1987,spring,fvcom_sst,-0.9179485462958014,512
1987,spring,fvcom_sst,-0.809697902386408,513
1988,spring,fvcom_sst,-0.5664960834713831,511
1988,spring,fvcom_sst,-0.405217296970176,512
1988,spring,fvcom_sst,-0.4056306383447049,513
1989,spring,fvcom_sst,-0.5788064034191159,511
1989,spring,fvcom_sst,-0.5718405998603022,512
1989,spring,fvcom_sst,-0.4644171726828574,513
1990,spring,fvcom_sst,-0.6875646473442302,511
1990,spring,fvcom_sst,-0.70309357986429,512
1990,spring,fvcom_sst,-0.7081026406868575,513
1991,spring,fvcom_sst,-0.1965018632504478,511
1991,spring,fvcom_sst,-0.01828220641981145,512
1991,spring,fvcom_sst,0.15843829964987705,513
1992,spring,fvcom_sst,-1.3435182740770086,511
1992,spring,fvcom_sst,-1.2160006234396867,512
1992,spring,fvcom_sst,-1.0438178772774955,513
1993,spring,fvcom_sst,-1.1840130899014985,511
1993,spring,fvcom_sst,-0.9636232849627411,512
